"Country","Labor force with primary education (% of total) [SL.TLF.PRIM.ZS]","Labor force with secondary education (% of total) [SL.TLF.SECO.ZS]","Labor force with tertiary education (% of total) [SL.TLF.TERT.ZS]","Scientific and technical journal articles [IP.JRN.ARTC.SC]","Trademark applications, total [IP.TMK.TOTL]","General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS]","Net official development assistance and official aid received (constant 2012 US$) [DT.ODA.ALLD.KD]","Agriculture, value added (% of GDP) [NV.AGR.TOTL.ZS]","Industry, value added (% of GDP) [NV.IND.TOTL.ZS]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Services, etc., value added (% of GDP) [NV.SRV.TETC.ZS]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]","GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]","GDP per capita, PPP (constant 2011 international $) [NY.GDP.PCAP.PP.KD]","Previous GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]","Previous GDP per capita, PPP (constant 2011 international $) [NY.GDP.PCAP.PP.KD]","__ProcessingTime__"
CEB,0.605,0.5658333333333333,0.705,0.6416666666666667,0.9511904761904763,0.6775,0.7607142857142858,0.5359649122807018,0.8140350877192982,0.41754385964912283,0.7526315789473684,0.5858333333333333,0.7233333333333334,0.3683333333333333,0.5983333333333334,0.5908333333333333,1.4703461115
CUW,,,,,0.9285714285714286,,,,,,,,,,,,0.10277408905
MYS,0.75,0.75,0.265625,0.8366666666666667,0.5952380952380952,0.53125,0.7946428571428571,0.55625,0.64375,0.66875,0.7625,0.3883333333333333,0.7723214285714286,0.3091666666666667,0.7607142857142857,0.3725,6.22072595825
MIC,,,,0.6608333333333334,0.6579761904761905,0.61875,0.74375,0.35,0.84375,0.46875,0.68125,0.4398809523809524,0.5357142857142857,0.6017857142857143,0.5252976190476191,0.6296428571428572,0.55893573885
POL,0.5640350877192982,0.37543859649122807,0.6692982456140351,0.5658333333333333,0.8767857142857143,0.8183333333333334,0.7541666666666667,0.7407407407407407,0.3574074074074074,0.5611111111111111,0.7157407407407407,0.38916666666666666,0.8883333333333333,0.37333333333333335,0.8153571428571429,0.35059523809523807,2.5007390901499997
ARB,,,,0.6008333333333333,0.6958333333333333,0.5004166666666666,0.4169642857142857,0.5666666666666667,0.4416666666666667,0.10526315789473684,0.08333333333333333,0.7791666666666667,0.46035714285714285,0.5383333333333333,0.6841071428571428,0.5183333333333333,0.6845780217999999
OMN,,,,0.645,0.6754385964912281,0.5710714285714286,0.80625,0.9035714285714287,0.6303571428571428,0.8883928571428571,0.4928571428571429,0.505,0.9285714285714286,0.16916666666666666,0.9348214285714287,0.445,0.7676367409
SUR,,,,0.5358333333333334,0.7983333333333333,0.4458333333333333,0.5943452380952381,0.6321428571428571,0.38422619047619044,0.477797619047619,0.4714285714285714,0.4175,0.4708928571428571,0.5816666666666667,0.45130952380952377,0.5352380952380953,3.83880640995
ARE,,0.8571428571428571,0.0,0.3383333333333333,0.4375,0.5625,0.9202380952380953,0.4583333333333333,0.1111111111111111,0.4583333333333333,0.4444444444444444,0.6825,0.5263095238095239,0.7908333333333333,0.6702976190476191,0.7083333333333333,1.14938926395
KEN,,,,0.3607142857142857,0.6946428571428571,0.29732142857142857,0.7267857142857144,0.5776785714285715,0.41875,0.53125,0.37142857142857144,0.3441666666666666,0.7002976190476191,0.5808333333333333,0.7235119047619047,0.615,0.5268992921
ARG,0.75,0.5104166666666666,0.5416666666666666,0.365,0.5710714285714286,0.3806547619047619,0.8669642857142857,0.3195238095238095,0.47851190476190475,0.44142857142857145,0.41083333333333333,0.4341666666666667,0.27142857142857146,,0.28095238095238095,,0.5564901437499999
GNB,,,,0.43499999999999994,0.6726190476190476,0.37351190476190477,0.5808333333333333,0.41815476190476186,0.5376190476190476,0.6833333333333333,0.37648809523809523,0.39649122807017545,0.551547619047619,0.65,0.6261904761904762,0.6799999999999999,4.57664768525
HPC,,,,0.7258333333333333,,0.42321428571428565,0.29107142857142854,0.7717857142857143,0.5407738095238095,0.5786309523809524,0.39476190476190476,0.7424999999999999,0.6205357142857143,0.5258333333333333,0.42232142857142857,0.5666666666666667,0.48704695635000006
ARM,0.03571428571428571,0.8214285714285714,0.8214285714285714,0.9199999999999999,0.39,0.7075,0.6358333333333334,0.705,0.205,0.5991666666666666,0.6608333333333334,0.7333333333333333,0.8241666666666667,0.5458333333333333,0.8466666666666667,0.6041666666666667,1.6427821367
UZB,,,,0.5275,0.4875,0.536547619047619,0.515,0.5844047619047619,0.3954761904761904,0.8425,0.6902380952380952,0.8125,0.8441666666666666,0.7616666666666666,0.7441666666666666,0.8833333333333334,0.75424078465
BTN,,,,0.6266666666666667,0.17592592592592593,0.48863095238095233,0.36636904761904765,0.2488095238095238,0.45672619047619045,0.34845238095238096,0.23672619047619045,0.4958333333333333,0.6766666666666666,0.4491666666666666,0.7582142857142857,0.5208333333333333,0.5196226666
SEN,,,,0.7026315789473684,,0.7517857142857143,0.23869047619047618,0.5176190476190476,0.4716666666666667,0.4586904761904762,0.20154761904761903,0.6858333333333333,0.2824404761904762,0.25166666666666665,0.34970238095238093,0.28500000000000003,0.61941773895
TGO,,,,0.3335714285714285,,0.6598214285714286,0.5267857142857142,0.5455357142857143,0.5526785714285715,0.43839285714285714,0.4401785714285714,0.7,0.49910714285714286,0.7233333333333334,0.6217261904761905,0.6433333333333333,1.50626407075
IRL,0.3183333333333333,0.7416666666666666,0.43166666666666664,0.5541666666666667,0.4303571428571429,0.41517857142857145,,0.7201754385964912,0.20175438596491227,0.4324561403508772,0.5412280701754386,0.31666666666666665,0.5588095238095238,0.5858333333333333,0.5176190476190475,0.5175,1.3331209584
IRN,0.75,0.75,0.0,0.6564285714285714,0.8428571428571429,0.5964285714285714,0.89375,0.6830357142857143,0.5517857142857143,0.44642857142857145,0.44642857142857145,0.4625,0.4348214285714286,0.5599999999999999,0.5604166666666667,0.4058333333333334,2.4709841483
QAT,,,,0.7933333333333333,0.7675438596491229,0.63,0.3678571428571428,0.7999999999999999,0.31491228070175437,0.17456140350877192,0.3429824561403509,0.7975,0.3991228070175438,0.3508771929824561,0.3201754385964912,0.08333333333333333,0.5046428885500001
BDI,,,,0.41809523809523813,0.6673809523809524,0.6357142857142858,0.55,0.39785714285714285,0.5701190476190476,0.4132142857142857,0.5058333333333334,0.5583333333333333,0.36696428571428574,0.6508333333333333,0.78125,0.6833333333333333,1.1698256277
NLD,0.425,0.5333333333333333,0.3875,0.39333333333333337,0.49074074074074076,0.6571428571428571,,0.5970833333333333,0.4934523809523809,0.579404761904762,0.7263690476190476,0.14250000000000002,0.725,0.5091666666666667,0.6821428571428572,0.5166666666666666,0.63110550905
IRQ,,,,0.7975,0.7,0.6176190476190475,0.9214285714285715,,,,,0.9608333333333332,0.7135714285714286,0.45809523809523806,0.7814880952380953,0.5525,0.37718227535
SVK,0.7591666666666667,0.8483333333333333,0.7758333333333333,0.7424999999999999,0.49916666666666665,0.6058333333333333,0.4754901960784313,0.12719298245614033,0.39473684210526316,0.3991228070175438,0.46929824561403505,0.2558333333333333,0.4533333333333333,0.4666666666666667,0.4491666666666666,0.2866666666666667,0.8375411080500001
SVN,0.6920833333333334,0.4341666666666667,0.6729166666666666,0.52,0.6375,0.12291666666666665,0.46078431372549017,0.8541666666666666,0.6958333333333333,0.7645833333333333,0.6979166666666667,0.28875,0.9625,0.8854166666666666,0.7557142857142857,0.5808333333333333,2.3131991507
GNQ,,,,0.7508333333333332,,0.899702380952381,0.4475595238095238,,,,,0.36916666666666664,0.9116666666666667,0.27416666666666667,0.9358333333333334,0.27666666666666667,0.37465167165
THA,0.5333333333333333,0.8,0.6,0.8875,0.7880357142857143,0.7678571428571429,0.40982142857142856,0.5375,0.85,0.7660714285714285,0.5535714285714286,0.7849999999999999,0.6660714285714285,0.73,0.3892857142857143,0.3175,1.8499637224
ABW,,,,,0.16666666666666666,0.14814814814814814,0.5716666666666667,0.4898148148148148,0.6203703703703703,0.46388888888888885,0.6203703703703703,,0.40196078431372545,,0.5,,0.3128610814
ASM,,,,,,,,,,,,,,,,,0.18787171095
SWE,0.95,0.6416666666666667,0.9208333333333334,0.65,0.7958333333333333,0.6321428571428571,,0.5283333333333333,0.6158333333333333,0.6066666666666667,0.7775000000000001,0.445,0.6303571428571428,0.43499999999999994,0.3860119047619047,0.32999999999999996,0.940230701
ISL,0.4027777777777778,0.8101851851851852,0.2314814814814815,0.4225,0.8866666666666667,0.6044642857142857,,0.043859649122807015,0.18859649122807018,0.3991228070175438,0.587719298245614,0.5791666666666666,0.5288690476190476,0.48,0.4580357142857142,0.2808333333333333,0.62068338275
LIC,,,,0.43583333333333335,,0.5883333333333333,0.48571428571428565,0.585,0.205,0.2866666666666667,0.6283333333333333,0.52,0.6275000000000001,0.6433333333333333,0.5566666666666666,0.6325000000000001,1.5663301457999999
MKD,0.44642857142857145,0.38690476190476186,0.10119047619047618,0.23166666666666663,0.6950000000000001,0.6041666666666666,0.39,0.6541666666666667,0.5441666666666667,0.5441666666666667,0.6125,0.48666666666666664,0.5974999999999999,0.6033333333333333,0.5166666666666667,0.58,1.7698548949
BEL,0.52,0.14416666666666667,0.18833333333333332,0.6572619047619048,0.7523809523809524,0.5401785714285714,,0.33666666666666667,0.48250000000000004,0.5158333333333334,0.3616666666666667,0.4708333333333333,0.4973214285714286,0.5349999999999999,0.48839285714285713,0.4083333333333333,0.5944979886499999
ISR,0.5,0.7592592592592592,0.39814814814814814,0.7091666666666667,0.6705357142857142,0.34732142857142856,0.5595238095238095,,,,,0.5383333333333333,0.7419642857142857,0.5733333333333334,0.6919642857142857,0.4208333333333333,0.46159509535000004
KWT,0.5833333333333334,0.375,0.0,0.6325000000000001,0.625,0.865,0.7638095238095238,0.2,0.55,0.3,0.75,0.6941666666666666,0.6132142857142857,0.5366666666666667,0.7391071428571429,0.645,0.63963751945
LIE,,,,0.4916666666666666,0.6488690476190476,,,,0.5372549019607843,,,,0.4958333333333333,,0.5109523809523809,,0.38944290810000004
DZA,,,,0.6533333333333333,0.8848214285714284,0.6366071428571429,0.9023809523809524,0.48125,0.5461309523809523,0.3208333333333333,0.41488095238095235,0.42000000000000004,0.36696428571428574,0.49416666666666664,0.9107142857142858,0.39416666666666667,5.9057614837
BEN,,,,0.28250000000000003,,0.4375,0.3991071428571428,0.5776785714285715,0.6973214285714285,0.6796428571428572,0.5607142857142857,0.24166666666666664,0.39375,0.24916666666666668,0.5761904761904761,0.24166666666666664,1.12680316925
RUS,0.89,0.6725,0.7075,0.5974999999999999,0.4766666666666667,0.5349999999999999,0.6157407407407408,0.825,0.665,0.4259259259259259,0.6716666666666666,0.45916666666666667,0.4725,0.41500000000000004,0.48583333333333334,0.35583333333333333,5.94941995595
ATG,,,,0.8275,0.40789473684210525,0.46726190476190477,0.535952380952381,0.8296428571428571,0.3248809523809524,0.7022619047619048,0.3782142857142857,,0.4341666666666667,0.6291666666666667,0.3052380952380952,0.575,1.72981185195
ITA,0.9608333333333334,0.925,0.7466666666666667,0.7116666666666667,0.9473214285714286,0.7053571428571429,,0.8324999999999999,0.8008333333333333,0.8533333333333333,0.8483333333333333,0.24416666666666664,0.7258928571428571,0.265,0.6303571428571428,0.46333333333333326,1.7441676423499999
SWZ,,,,0.3221428571428572,0.3716666666666667,0.559702380952381,0.5842261904761905,0.5848214285714286,0.565595238095238,0.6283928571428572,0.30892857142857144,0.5002380952380953,0.7632738095238095,0.19345238095238096,0.7711904761904762,0.3354761904761905,0.70992615095
TZA,,,,0.4832142857142857,0.29083333333333333,0.5025000000000001,0.56875,0.7391666666666666,0.4225,0.29,0.5566666666666666,0.205,0.32916666666666666,0.5183333333333333,0.22999999999999998,0.505,0.92069304345
PAK,0.041666666666666664,0.08333333333333333,0.0,0.775,0.7853571428571429,0.5330357142857143,0.4732142857142857,0.55625,0.5848214285714286,0.5991071428571428,0.5669642857142857,0.585,0.5544642857142856,0.5466666666666666,0.5758928571428571,0.4916666666666667,2.3879976425500002
BFA,,,,0.32333333333333336,0.15555555555555553,0.5035714285714286,0.40267857142857144,0.42142857142857143,0.5848214285714286,0.5205357142857143,0.4017857142857143,0.22845238095238093,0.3464285714285714,0.42107142857142854,0.2958333333333333,0.4544047619047619,0.63195992975
PAN,0.8300000000000001,0.7525000000000001,0.6633333333333333,0.5983333333333334,0.5370238095238096,0.44749999999999995,0.7553571428571428,0.7,0.18583333333333335,0.5783333333333334,0.5925,0.7,0.6705357142857142,0.6333333333333333,0.7294642857142857,0.7633333333333334,4.7980332251
SGP,0.7491666666666668,0.9816666666666667,0.9008333333333333,0.7975,0.7900595238095238,0.6401785714285715,0.7745238095238095,0.7701190476190476,0.603452380952381,0.41452380952380946,0.6719047619047619,0.5041666666666667,0.44434523809523807,0.32416666666666666,0.47053571428571433,0.38249999999999995,0.8891989954499999
UKR,,,,0.5783333333333334,0.5633333333333334,0.6725,0.2475,0.43166666666666664,0.5625,0.6666666666666667,0.6216666666666667,0.4208333333333333,0.4416666666666667,0.27,0.40166666666666667,0.26166666666666666,0.8648256333
KGZ,0.5,0.0,0.0,0.5684523809523809,0.38916666666666666,0.6335714285714286,0.8191666666666666,0.5464285714285715,0.445952380952381,0.5230952380952381,0.2442857142857143,0.8283333333333334,0.763095238095238,0.3367857142857143,0.7636904761904761,0.40750000000000003,1.4942841411
CHE,0.6494047619047618,0.7839285714285714,0.8949999999999999,0.5032142857142856,0.7943452380952382,0.5769047619047619,,0.613095238095238,0.6772619047619047,0.26142857142857145,0.8482142857142858,0.6722619047619047,0.32666666666666666,0.3269047619047619,0.33476190476190476,0.5710714285714286,0.8792956713000001
DJI,,,,0.7058333333333333,,0.65,0.6008928571428571,0.6033333333333333,0.7316666666666667,0.8816666666666666,0.7091666666666667,,0.6078571428571429,0.5530952380952381,0.5623809523809523,0.5239285714285714,0.6356258001499999
CHI,,,,,,,,,,,,,0.12745098039215685,,0.11458333333333333,,0.29095203724999996
CHL,0.6071428571428571,0.38095238095238093,0.38095238095238093,0.7141666666666666,0.6842857142857143,0.4,0.76875,0.675,0.45,0.69375,0.725,0.1625,0.6017857142857144,0.6224999999999999,0.5696428571428571,0.3308333333333333,4.6134993177
PRI,,,,,,0.5821428571428571,,0.4942261904761905,0.6480357142857143,0.5782142857142857,0.6468452380952381,0.3201754385964912,0.29136904761904764,0.5552631578947369,0.3383928571428571,0.5307017543859649,0.49163666809999995
CHN,,,,0.7933333333333333,0.7325,0.5580357142857143,0.6144047619047619,0.5625,0.7482142857142857,0.5696428571428571,0.6741071428571429,0.6682142857142856,0.8235119047619047,0.6089285714285715,0.8964285714285714,0.5897619047619047,4.3118060931
PRK,,,,0.7073809523809523,0.8152380952380952,,0.638452380952381,,,,,0.78,,,,,0.2213370934
SXM,,,,,0.5,,,,,,,,,,,,0.1048931847
MLI,,,,0.5725,0.925,0.5574404761904762,0.5607142857142857,0.6875,0.4363095238095238,0.4351851851851852,0.6616071428571428,0.14833333333333334,0.5373809523809523,0.26999999999999996,0.5580952380952381,0.3908333333333333,0.52697236055
ADO,,,,0.8041666666666666,0.9316666666666666,,,0.5083333333333333,0.6125,0.05,0.6125,,0.6287499999999999,,0.6524404761904762,,0.34312049079999996
BWA,0.0,0.25,,0.23511904761904762,0.4901960784313726,0.5142857142857143,0.8330357142857142,0.7395833333333333,0.505297619047619,0.7695238095238095,0.3988690476190476,0.175,0.7464285714285714,0.6446428571428571,0.725,0.6575,0.8710144700500001
HRV,0.43666666666666665,0.9275,0.5625,0.35416666666666663,0.8800000000000001,0.7466666666666667,0.41875,0.63125,0.23208333333333334,0.46875,0.64125,0.4666666666666667,0.5277380952380952,0.6658333333333333,0.5129761904761905,0.5464285714285715,1.2030664193
KHM,0.5909090909090909,0.09090909090909091,0.5909090909090909,0.5458333333333333,0.6108333333333333,0.6995833333333333,0.5071428571428571,0.64,0.5841666666666667,0.365,0.5599999999999999,0.5716666666666667,0.5291666666666667,0.44833333333333336,0.6241666666666666,0.4341666666666667,1.06613955255
IDN,0.9166666666666667,0.7307017543859649,0.7070175438596491,0.6402380952380953,0.8116666666666668,0.5776785714285715,0.5955357142857143,0.6526785714285714,0.7276785714285714,0.8348214285714286,0.7767857142857143,0.5307017543859649,0.76875,0.4120300751879699,0.7952380952380953,0.6546365914786968,8.78397441005
PRT,0.48690476190476184,0.7145238095238096,0.599047619047619,0.6341666666666667,0.8139880952380952,0.7723214285714286,,0.6839285714285714,0.3113095238095238,0.488095238095238,0.2755952380952381,0.7503571428571428,0.6133928571428571,0.6482142857142856,0.5678571428571428,0.6477380952380952,0.6446783796
MLT,0.3508771929824561,0.08333333333333333,0.09210526315789473,0.48392857142857143,0.7852380952380952,0.6798809523809524,0.32684523809523813,0.5808333333333333,0.7305357142857143,0.6870238095238095,0.8457738095238095,0.2816666666666666,0.5269642857142858,0.6516666666666666,0.5195833333333333,0.6366666666666666,0.67735614015
TJK,,,,0.6425,0.4341666666666667,0.7083333333333333,0.3575,0.345,0.1825,0.16583333333333333,0.45,0.375,0.7808333333333334,0.615,0.7236904761904761,0.6125,3.61714344435
VNM,,,,0.6841666666666667,0.6366666666666667,0.6516666666666666,0.6464285714285715,0.6633333333333333,0.6483333333333333,0.5275000000000001,0.8891666666666668,0.6066666666666667,0.64,0.6633333333333333,0.6925,0.44000000000000006,0.96599067995
CYM,0.0,0.0,0.7,,,,0.6138095238095238,0.0606060606060606,0.0606060606060606,0.0,,,,,,,0.2233406878
PRY,0.07692307692307693,0.4487179487179487,0.5,0.6291666666666667,0.3333333333333333,0.69,0.5419642857142857,0.5825,0.41500000000000004,0.4313725490196078,0.3875,0.5166666666666667,0.6392857142857143,0.7666666666666667,0.6178571428571429,0.8141666666666667,0.70420422225
CYP,0.5066666666666666,0.4166666666666667,0.4716666666666667,0.5633333333333332,0.7823214285714286,0.4386904761904762,0.840952380952381,0.7058333333333333,0.5305952380952381,0.7442857142857143,0.8692857142857143,0.7258333333333333,0.5855952380952381,0.49416666666666664,0.6055357142857143,0.29559523809523813,1.03902359165
SYC,,,,0.45392857142857146,0.605,0.5814880952380952,0.5184523809523809,0.6514880952380953,0.667797619047619,0.6097619047619047,0.5195238095238095,,0.4928571428571429,0.275,0.5142857142857142,0.27666666666666667,0.55438256125
RWA,,,,0.3325,0.8236904761904762,0.49821428571428567,0.5458333333333333,0.6873214285714286,0.3844047619047619,0.5070833333333333,0.5285119047619047,,0.65,0.39499999999999996,0.35625,0.2604761904761905,1.97202568565
BGD,,,,0.5883333333333334,0.64,0.7523809523809524,0.5625,0.5017857142857143,0.7321428571428571,0.7598214285714285,0.6205357142857143,0.4087719298245614,0.8142857142857143,0.6533333333333333,0.7327380952380953,0.7192982456140351,4.3892942351
AUS,0.6916666666666667,0.8458333333333334,0.6083333333333333,0.5789285714285715,0.6758928571428571,0.7607142857142857,,0.6774404761904762,0.5597023809523809,0.7216666666666667,0.5948214285714285,0.5341666666666667,0.4928571428571429,0.4758333333333333,0.6892857142857143,0.36750000000000005,1.1662988838000001
AUT,0.5808333333333333,0.8300000000000001,0.6725,0.6058333333333333,0.7008928571428571,0.4919642857142857,,0.5876190476190477,0.45166666666666666,0.5549999999999999,0.6988095238095238,0.2425,0.49523809523809526,0.5108333333333334,0.46428571428571425,0.5525,1.87694531615
NOC,0.10648148148148147,0.8055555555555556,0.8055555555555556,0.7150000000000001,0.3433333333333333,0.26880952380952383,0.47678571428571426,0.7073809523809523,0.5634523809523809,0.2675925925925926,0.7628571428571428,0.496547619047619,0.3132142857142857,0.5642857142857143,0.2789285714285714,0.5634523809523809,5.35525333975
LKA,0.9333333333333333,0.9,0.9291666666666666,0.5075000000000001,0.9116071428571428,0.5613095238095238,0.35625,0.9303571428571429,0.7339285714285715,0.575,0.7223214285714286,0.2533333333333333,0.49940476190476185,0.5841666666666667,0.44553571428571426,0.7708333333333333,3.7561243746999997
GAB,,,,0.16083333333333333,,0.6392857142857142,0.3883928571428571,0.36666666666666664,0.05,0.14583333333333331,0.36666666666666664,0.6958333333333333,0.5339285714285714,0.24,0.8151785714285713,0.3058333333333333,1.53510525955
ZWE,,,,0.28958333333333336,0.6358333333333334,0.7160714285714286,0.4086309523809524,0.39732142857142855,0.6536309523809524,0.4130357142857143,0.2382738095238095,0.4408333333333333,0.7377976190476191,0.75,0.7303571428571429,0.6441666666666667,1.357828058
UMC,,,,0.5633333333333334,0.7032142857142858,0.5375,0.5089285714285714,0.4401785714285714,0.6491071428571429,0.33571428571428574,0.7330357142857143,0.48916666666666664,0.4946428571428571,0.5875,0.47232142857142856,0.505,0.8274688490000001
BGR,0.5175,0.5441666666666667,0.3716666666666667,0.41166666666666674,0.8491071428571428,0.6839285714285714,0.14473684210526316,0.45928571428571424,0.5819047619047619,,0.7547619047619047,0.29083333333333333,0.506547619047619,0.4875,0.45499999999999996,0.7308333333333333,0.86479063815
EMU,0.8396428571428572,0.8227380952380953,0.819047619047619,0.6845238095238095,0.8125,0.8258928571428571,0.7223214285714286,0.5888095238095238,0.5679761904761904,0.746547619047619,0.9128571428571428,0.16595238095238096,0.5241071428571429,0.7845238095238095,0.5517857142857142,0.781547619047619,6.57717777275
SYR,,,,0.4041666666666667,0.7247619047619047,0.5494047619047618,0.8160714285714287,0.25083333333333335,0.2325,0.02222222222222222,0.37666666666666665,0.16166666666666668,0.5806547619047618,,0.4976190476190476,,0.65899672375
CZE,0.8658333333333333,0.7558333333333334,0.5758333333333333,0.7890476190476191,0.6625,0.5583333333333333,0.5307017543859649,0.5158333333333334,0.3708333333333333,0.16,0.35583333333333333,0.5591666666666667,0.6408333333333334,0.28500000000000003,0.7816666666666666,0.40499999999999997,3.70218372865
NOR,0.618421052631579,0.24649122807017546,0.5482456140350876,0.5916666666666666,0.8767857142857143,0.6017857142857144,,0.5121428571428571,0.4794642857142857,0.4598809523809524,0.5207738095238096,0.5391666666666667,0.6410714285714285,0.8275,0.45625,0.5858333333333333,0.9441933757
CIV,,,,0.41583333333333333,,0.4267857142857142,0.775,0.6491071428571429,0.4758928571428571,0.5616071428571429,0.39732142857142855,0.7958333333333333,0.5851190476190476,0.375,0.5642857142857143,0.35583333333333333,0.79878308735
PSS,,,,0.43666666666666665,,0.8374404761904761,0.46517857142857144,0.46130952380952384,0.47797619047619044,0.567797619047619,0.35357142857142854,,0.40702380952380957,0.6541666666666667,0.4267857142857143,0.32416666666666666,0.65799154995
MMR,,,,0.36666666666666664,0.75,,0.9866071428571429,0.35214285714285715,0.3164285714285714,0.13238095238095238,0.39535714285714285,0.7175,0.5596428571428571,,0.5446428571428571,,0.91723600505
KIR,,,,0.8958333333333334,,0.5941666666666666,0.5830357142857142,0.790952380952381,0.93,0.5234523809523809,0.8936904761904761,,0.7813690476190477,0.705,0.9088690476190477,0.6416666666666667,0.83703042765
TKM,,,,0.6716666666666666,0.4408333333333333,0.4966666666666667,0.7416666666666666,0.24916666666666668,0.49083333333333334,0.7222222222222222,0.77,0.35666666666666663,0.7958333333333333,0.5774999999999999,0.7525,0.5425,0.8829021236000001
GRD,,,,0.7508771929824561,,0.47595238095238096,0.6922619047619047,0.6119047619047618,0.4905952380952381,0.567797619047619,0.5252976190476191,,0.5439880952380952,0.6447368421052632,0.5579166666666666,0.6657894736842106,0.5654599943
GRC,0.655,0.5991666666666666,0.7775000000000001,0.7770238095238096,0.3891071428571428,0.8080357142857142,,0.5225,0.5933333333333334,0.5508333333333333,0.5358333333333334,0.8541666666666666,0.7839285714285714,0.5983333333333334,0.5407738095238095,0.5758333333333333,0.72701861245
HTI,,,,0.8108333333333333,0.42666666666666664,0.36666666666666664,0.9178571428571429,,,,,0.6,0.48245614035087714,0.14473684210526316,0.27631578947368424,0.12280701754385963,0.4532565849
GRL,,,,,,,,,,,,,0.27011904761904765,,0.24440476190476193,,0.20085102949999997
YEM,,,,0.6123809523809524,0.29912280701754385,0.32666666666666666,0.6205357142857143,0.395,0.5616666666666668,0.5316666666666666,0.47750000000000004,0.4725,0.9716666666666667,0.425,0.9358333333333334,0.465,5.54511143205
MNA,,,,0.6941666666666666,0.5914880952380952,0.6226190476190476,0.6107142857142857,0.7208333333333333,0.4934523809523809,0.5620238095238095,0.7050595238095239,0.6833333333333333,0.6595238095238095,0.48166666666666663,0.6639880952380952,0.28250000000000003,0.71391612655
